Direction,Random_within_format,Background,Format,Stimulus_Practice,Number,Random_format_order,Stimulus,direction,number,format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,right_word_16_WHI.jpg,right,16,word,,,,,,,,,0,59,59,59,,,,,,,,,j,0.0511901237187,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_15_WHI.jpg,right,15,word,,,,,,,,,0,60,60,60,,,,,,,,,f,0.0169738476397,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_7_WHI.jpg,left,7,word,,,,,,,,,0,61,61,61,,,,,,,,,j,0.0683292744216,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_12_WHI.jpg,left,12,word,,,,,,,,,0,62,62,62,,,,,,,,,f,0.0168603297207,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_10_WHI.jpg,ahead,10,image,,,,,,,,,0,63,63,63,,,,,,,,,j,0.0514540235163,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_18_WHI.jpg,ahead,18,image,,,,,,,,,0,64,64,64,,,,,,,,,f,0.000352256465703,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_19_WHI.jpg,ahead,19,image,,,,,,,,,0,65,65,65,,,,,,,,,j,0.0677265764098,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_1_WHI.jpg,left,1,image,,,,,,,,,0,66,66,66,,,,,,,,,j,0.101469471294,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_10_WHI.jpg,left,10,image,,,,,,,,,0,67,67,67,,,,,,,,,f,0.000428325147368,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_9_WHI.jpg,right,9,image,,,,,,,,,0,68,68,68,,,,,,,,,j,0.0682415028568,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_4_WHI.jpg,ahead,4,image,,,,,,,,,0,69,69,69,,,,,,,,,j,0.101034416992,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_13_WHI.jpg,left,13,image,,,,,,,,,0,70,70,70,,,,,,,,,f,0.0172482799971,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_20_WHI.jpg,right,20,image,,,,,,,,,0,71,71,71,,,,,,,,,j,0.0171262774966,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_14_WHI.jpg,ahead,14,image,,,,,,,,,0,72,72,72,,,,,,,,,f,0.017995215836,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_2_WHI.jpg,left,2,image,,,,,,,,,0,73,73,73,,,,,,,,,j,0.0679761401843,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_5_WHI.jpg,ahead,5,image,,,,,,,,,0,74,74,74,,,,,,,,,j,0.134906628635,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_21_WHI.jpg,left,21,image,,,,,,,,,0,75,75,75,,,,,,,,,j,0.10174097796,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_5_WHI.jpg,right,5,image,,,,,,,,,0,76,76,76,,,,,,,,,j,0.118206043087,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_2_WHI.jpg,right,2,image,,,,,,,,,0,77,77,77,,,,,,,,,f,0.000424814294092,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_11_WHI.jpg,right,11,image,,,,,,,,,0,78,78,78,,,,,,,,,j,0.0681376398425,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_8_WHI.jpg,ahead,8,image,,,,,,,,,0,79,79,79,,,,,,,,,j,0.117883921543,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_18_WHI.jpg,right,18,image,,,,,,,,,0,80,80,80,,,,,,,,,f,0.000351671362296,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_16_WHI.jpg,right,16,image,,,,,,,,,0,81,81,81,,,,,,,,,j,0.0678787137731,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_11_WHI.jpg,left,11,image,,,,,,,,,0,82,82,82,,,,,,,,,j,0.1018787793,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_3_WHI.jpg,left,3,image,,,,,,,,,0,83,83,83,,,,,,,,,f,0.000299008446746,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_5_WHI.jpg,left,5,word,,,,,,,,,0,84,84,84,,,,,,,,,j,0.0675077326596,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_1_WHI.jpg,left,1,word,,,,,,,,,0,85,85,85,,,,,,,,,f,0.0335767141078,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_10_WHI.jpg,ahead,10,word,,,,,,,,,0,86,86,86,,,,,,,,,j,0.0682950434857,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_3_WHI.jpg,left,3,word,,,,,,,,,0,87,87,87,,,,,,,,,f,0.0176134096109,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_7_WHI.jpg,right,7,word,,,,,,,,,0,88,88,88,,,,,,,,,j,0.0672136979993,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_20_WHI.jpg,left,20,word,,,,,,,,,0,89,89,89,,,,,,,,,f,0.0174940403085,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_19_WHI.jpg,left,19,word,,,,,,,,,0,90,90,90,,,,,,,,,j,0.0839350561146,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_9_WHI.jpg,ahead,9,word,,,,,,,,,0,91,91,91,,,,,,,,,f,0.0338833293645,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_6_WHI.jpg,right,6,word,,,,,,,,,0,92,92,92,,,,,,,,,j,0.0845965610351,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_16_WHI.jpg,ahead,16,word,,,,,,,,,0,93,93,93,,,,,,,,,f,0.0352639758494,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_4_WHI.jpg,right,4,word,,,,,,,,,0,94,94,94,,,,,,,,,j,0.051957539632,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_19_WHI.jpg,ahead,19,word,,,,,,,,,0,95,95,95,,,,,,,,,f,0.0168126404751,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_14_WHI.jpg,right,14,word,,,,,,,,,0,96,96,96,,,,,,,,,j,0.0678509194404,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_6_WHI.jpg,ahead,6,word,,,,,,,,,0,97,97,97,,,,,,,,,f,0.000687543826643,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_8_WHI.jpg,left,8,word,,,,,,,,,0,98,98,98,,,,,,,,,j,0.0678131776513,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_6_WHI.jpg,left,6,word,,,,,,,,,0,99,99,99,,,,,,,,,f,0.000946177344304,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_11_WHI.jpg,ahead,11,word,,,,,,,,,0,100,100,100,,,,,,,,,j,0.101354490558,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_9_WHI.jpg,right,9,word,,,,,,,,,0,101,101,101,,,,,,,,,f,0.017181866162,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_18_WHI.jpg,right,18,word,,,,,,,,,0,102,102,102,,,,,,,,,j,0.0690217919182,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_5_WHI.jpg,ahead,5,word,,,,,,,,,0,103,103,103,,,,,,,,,f,0.0343107767985,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_2_WHI.jpg,right,2,word,,,,,,,,,0,104,104,104,,,,,,,,,j,0.0344833942363,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_8_WHI.jpg,ahead,8,schema,,,,,,,,,0,105,105,105,,,,,,,,,f,0.0174252859433,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_21_WHI.jpg,left,21,schema,,,,,,,,,0,106,106,106,,,,,,,,,j,0.0848894254304,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_5_WHI.jpg,left,5,schema,,,,,,,,,0,107,107,107,,,,,,,,,f,0.0172728559701,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_7_WHI.jpg,right,7,schema,,,,,,,,,0,108,108,108,,,,,,,,,j,0.0843853240949,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_9_WHI.jpg,left,9,schema,,,,,,,,,0,109,109,109,,,,,,,,,f,0.0339772449224,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_6_WHI.jpg,left,6,schema,,,,,,,,,0,110,110,110,,,,,,,,,j,0.0174606871442,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_10_WHI.jpg,ahead,10,schema,,,,,,,,,0,111,111,111,,,,,,,,,f,0.0180352982134,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_17_WHI.jpg,ahead,17,schema,,,,,,,,,0,112,112,112,,,,,,,,,j,0.0509385119076,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_20_WHI.jpg,right,20,schema,,,,,,,,,0,113,113,113,,,,,,,,,f,0.000998547649942,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_15_WHI.jpg,ahead,15,schema,,,,,,,,,0,114,114,114,,,,,,,,,j,0.0674974926515,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_9_WHI.jpg,right,9,schema,,,,,,,,,0,115,115,115,,,,,,,,,f,0.0511754950858,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_15_WHI.jpg,left,15,schema,,,,,,,,,0,116,116,116,,,,,,,,,j,0.0510886012344,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_5_WHI.jpg,right,5,schema,,,,,,,,,0,117,117,117,,,,,,,,,f,0.000589239702094,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_10_WHI.jpg,left,10,schema,,,,,,,,,0,118,118,118,,,,,,,,,j,0.0841960301041,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_2_WHI.jpg,left,2,schema,,,,,,,,,0,119,119,119,,,,,,,,,f,0.0350202635746,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_2_WHI.jpg,ahead,2,schema,,,,,,,,,0,120,120,120,,,,,,,,,j,0.0684527397389,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_4_WHI.jpg,ahead,4,schema,,,,,,,,,0,121,121,121,,,,,,,,,f,0.0164562880527,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_1_WHI.jpg,right,1,schema,,,,,,,,,0,122,122,122,,,,,,,,,j,0.0341647834866,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_13_WHI.jpg,ahead,13,schema,,,,,,,,,0,123,123,123,,,,,,,,,f,0.0339310185518,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_6_WHI.jpg,right,6,schema,,,,,,,,,0,124,124,124,,,,,,,,,j,0.0347177442163,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_11_WHI.jpg,right,11,schema,,,,,,,,,0,125,125,125,,,,,,,,,f,0.0343315494247,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_15_WHI.jpg,ahead,15,word,,,,,,,,,0,126,126,126,,,,,,,,,j,0.00045056064846,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_11_WHI.jpg,left,11,word,,,,,,,,,0,127,127,127,,,,,,,,,f,0.0845766661223,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_20_WHI.jpg,right,20,word,,,,,,,,,0,128,128,128,,,,,,,,,j,0.0180964457686,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_21_WHI.jpg,ahead,21,word,,,,,,,,,0,129,129,129,,,,,,,,,f,0.0351527985767,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_15_WHI.jpg,left,15,word,,,,,,,,,0,130,130,130,,,,,,,,,j,0.0342721573543,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_5_WHI.jpg,right,5,word,,,,,,,,,0,131,131,131,,,,,,,,,f,0.0512977901381,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_10_WHI.jpg,left,10,word,,,,,,,,,0,132,132,132,,,,,,,,,j,0.0349766702857,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_4_WHI.jpg,left,4,word,,,,,,,,,0,133,133,133,,,,,,,,,f,0.0340018210118,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_13_WHI.jpg,ahead,13,word,,,,,,,,,0,134,134,134,,,,,,,,,j,0.0509724502917,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_16_WHI.jpg,left,16,word,,,,,,,,,0,135,135,135,,,,,,,,,f,0.0675296755508,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_7_WHI.jpg,ahead,7,word,,,,,,,,,0,136,136,136,,,,,,,,,j,0.000960220757406,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_3_WHI.jpg,ahead,3,word,,,,,,,,,0,137,137,137,,,,,,,,,f,0.0174416699447,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_17_WHI.jpg,left,17,word,,,,,,,,,0,138,138,138,,,,,,,,,j,0.0511971454252,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_17_WHI.jpg,right,17,word,,,,,,,,,0,139,139,139,,,,,,,,,f,0.0172362845624,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_12_WHI.jpg,right,12,word,,,,,,,,,0,140,140,140,,,,,,,,,j,0.0845986090135,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_18_WHI.jpg,ahead,18,word,,,,,,,,,0,141,141,141,,,,,,,,,j,0.134698610054,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_19_WHI.jpg,right,19,word,,,,,,,,,0,142,142,142,,,,,,,,,f,0.000773852516431,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_word_2_WHI.jpg,ahead,2,word,,,,,,,,,0,143,143,143,,,,,,,,,j,0.0838584022713,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_3_WHI.jpg,right,3,word,,,,,,,,,0,144,144,144,,,,,,,,,f,0.0169422498439,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_word_13_WHI.jpg,left,13,word,,,,,,,,,0,145,145,145,,,,,,,,,j,0.101684511639,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_word_1_WHI.jpg,right,1,word,,,,,,,,,0,146,146,146,,,,,,,,,f,0.000322999316268,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_12_WHI.jpg,left,12,schema,,,,,,,,,0,147,147,147,,,,,,,,,j,0.117841791187,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_19_WHI.jpg,ahead,19,schema,,,,,,,,,0,148,148,148,,,,,,,,,j,0.117971107946,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_17_WHI.jpg,right,17,schema,,,,,,,,,0,149,149,149,,,,,,,,,f,0.0170689334045,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_12_WHI.jpg,ahead,12,schema,,,,,,,,,0,150,150,150,,,,,,,,,j,0.0843083776999,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_20_WHI.jpg,left,20,schema,,,,,,,,,0,151,151,151,,,,,,,,,f,0.033949158038,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_14_WHI.jpg,right,14,schema,,,,,,,,,0,152,152,152,,,,,,,,,j,0.0507846191176,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_2_WHI.jpg,right,2,schema,,,,,,,,,0,153,153,153,,,,,,,,,f,0.0683371738414,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_13_WHI.jpg,left,13,schema,,,,,,,,,0,154,154,154,,,,,,,,,f,0.136784939794,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_12_WHI.jpg,right,12,schema,,,,,,,,,0,155,155,155,,,,,,,,,j,0.00029052386526,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_1_WHI.jpg,ahead,1,schema,,,,,,,,,0,156,156,156,,,,,,,,,f,0.0682318479521,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_14_WHI.jpg,left,14,schema,,,,,,,,,0,157,157,157,,,,,,,,,j,0.0359547379776,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_6_WHI.jpg,ahead,6,schema,,,,,,,,,0,158,158,158,,,,,,,,,f,0.0180110147339,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_1_WHI.jpg,left,1,schema,,,,,,,,,0,159,159,159,,,,,,,,,j,0.0511307316483,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_3_WHI.jpg,ahead,3,schema,,,,,,,,,0,160,160,160,,,,,,,,,f,0.0167620255961,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_8_WHI.jpg,right,8,schema,,,,,,,,,0,161,161,161,,,,,,,,,j,0.0849110757699,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_7_WHI.jpg,ahead,7,schema,,,,,,,,,0,162,162,162,,,,,,,,,f,0.0168775914353,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_7_WHI.jpg,left,7,schema,,,,,,,,,0,163,163,163,,,,,,,,,j,0.0510514446651,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_3_WHI.jpg,right,3,schema,,,,,,,,,0,164,164,164,,,,,,,,,f,0.0344594033086,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_schema_8_WHI.jpg,left,8,schema,,,,,,,,,0,165,165,165,,,,,,,,,j,0.0338294961257,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_schema_18_WHI.jpg,right,18,schema,,,,,,,,,0,166,166,166,,,,,,,,,f,0.0682783669326,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_schema_9_WHI.jpg,ahead,9,schema,,,,,,,,,0,167,167,167,,,,,,,,,j,0.0176482256502,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_18_WHI.jpg,left,18,image,,,,,,,,,0,168,168,168,,,,,,,,,f,0.0673365781549,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_12_WHI.jpg,left,12,image,,,,,,,,,0,169,169,169,,,,,,,,,j,0.0338970802841,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_8_WHI.jpg,left,8,image,,,,,,,,,0,170,170,170,,,,,,,,,f,0.0343060956802,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_3_WHI.jpg,right,3,image,,,,,,,,,0,171,171,171,,,,,,,,,j,0.151778076077,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_14_WHI.jpg,right,14,image,,,,,,,,,0,172,172,172,,,,,,,,,j,0.118205457984,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_15_WHI.jpg,right,15,image,,,,,,,,,0,173,173,173,,,,,,,,,f,0.0174928700435,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_8_WHI.jpg,right,8,image,,,,,,,,,0,174,174,174,,,,,,,,,j,0.0340372221544,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_15_WHI.jpg,left,15,image,,,,,,,,,0,175,175,175,,,,,,,,,f,0.0340969067765,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_6_WHI.jpg,ahead,6,image,,,,,,,,,0,176,176,176,,,,,,,,,j,0.0514475869713,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_1_WHI.jpg,ahead,1,image,,,,,,,,,0,177,177,177,,,,,,,,,f,0.000255707826,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_7_WHI.jpg,left,7,image,,,,,,,,,0,178,178,178,,,,,,,,,j,0.0673263381468,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_4_WHI.jpg,right,4,image,,,,,,,,,0,179,179,179,,,,,,,,,f,0.0344634993235,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_13_WHI.jpg,ahead,13,image,,,,,,,,,0,180,180,180,,,,,,,,,j,0.0335784694762,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_20_WHI.jpg,ahead,20,image,,,,,,,,,0,181,181,181,,,,,,,,,f,0.000226158008445,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_4_WHI.jpg,left,4,image,,,,,,,,,0,182,182,182,,,,,,,,,j,0.0846764330636,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_19_WHI.jpg,right,19,image,,,,,,,,,0,183,183,183,,,,,,,,,f,0.000354597053956,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_17_WHI.jpg,ahead,17,image,,,,,,,,,0,184,184,184,,,,,,,,,j,0.0675457670004,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_16_WHI.jpg,ahead,16,image,,,,,,,,,0,185,185,185,,,,,,,,,f,0.0177538441494,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,ahead_image_15_WHI.jpg,ahead,15,image,,,,,,,,,0,186,186,186,,,,,,,,,j,0.0844672442763,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,right_image_6_WHI.jpg,right,6,image,,,,,,,,,0,187,187,187,,,,,,,,,f,0.0170402613585,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
,,,,,,,left_image_6_WHI.jpg,left,6,image,,,,,,,,,0,188,188,188,,,,,,,,,j,0.0673535473179,2018_May_08_1329,59.9839596433,Arrows_VVA_Direction,1234,Whi,
